Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Acesso a Capital,Capital Disponível,Operações de Crédito por Município,BACEN e IBGE,% crédito,2021,217,68,542,59,285,352,"3.023,00",82,211,1613,"206,84%","50,54%","67,36%","50,53%","51,33%","128,08%","21,47%","75,51%","58,37%","85,02%","58,07%","114,63%","16,27%","43,75%","43,36%","15,48%","47,95%","12,45%","60,79%","50,11%","53,87%","38,91%","56,04%","16,85%","19,56%","21,15%","67,47%","13,02%","52,41%","622,49%","28,62%","15,23%","66,34%","37,89%","72,70%","26,21%","17,76%","58,85%","40,45%","38,65%","26,10%","12,03%","29,32%","41,12%","13,11%","72,17%","9,23%","11,12%","25,64%","17,54%","13,76%","54,30%","21,54%","9,37%","42,27%","54,57%","34,67%","14,46%","13,33%","44,08%","41,71%","40,99%","28,72%","12,27%","35,93%","19,72%","15,28%","45,30%","10,25%","29,68%","55,09%","33,33%","16,99%","45,83%","32,69%","39,58%","54,92%","19,93%","48,79%","39,98%","10,89%","30,84%","16,78%","28,23%","57,50%","12,03%","17,35%","16,72%","71,11%","23,49%","5,74%","30,32%","15,11%","41,72%","16,65%","15,76%","25,57%","13,41%","21,48%","15,72%","59,83%"
Acesso a Capital,Capital Disponível,Capital Poupado per capita,BACEN e IBGE,R$/habitante,2021,   13976.43,0,     10565.17,     4299.60,     7572.35,     2754.48,"0,00",     6993.72,     58473.77,     3049.77,"R$ 73.538,00","R$ 45.609,41","R$ 30.904,11","R$ 12.869,45","R$ 14.054,69","R$ 37.183,28","R$ 7.710,99","R$ 38.313,58","R$ 20.800,56","R$ 17.925,86","R$ 12.085,14","R$ 83.609,49","R$ 10.479,61","R$ 32.239,26","R$ 8.036,46","R$ 3.853,84","R$ 10.020,89","R$ 5.963,35","R$ 9.790,65","R$ 9.844,88","R$ 8.465,49","R$ 18.825,67","R$ 10.371,52","R$ 4.931,01","R$ 13.135,26","R$ 17.702,54","R$ 26.065,46","R$ 2.977,57","R$ 12.924,64","R$ 31.109,53","R$ 13.802,72","R$ 10.804,45","R$ 15.992,68","R$ 6.417,88","R$ 18.844,94","R$ 15.514,90","R$ 2.526,29","R$ 15.313,37","R$ 12.676,34","R$ 8.271,20","R$ 2.450,41","R$ 4.580,50","R$ 15.548,61","R$ 3.747,04","R$ 24.609,25","R$ 23.997,96","R$ 1.703,04","R$ 8.734,89","R$ 8.396,72","R$ 6.655,45","R$ 4.160,73","R$ 20.884,09","R$ 12.037,92","R$ 9.215,77","R$ 5.399,09","R$ 17.185,01","R$ 31.662,98","R$ 11.572,82","R$ 24.104,45","R$ 6.541,38","R$ 6.276,85","R$ 7.101,08","R$ 22.325,09","R$ 3.159,07","R$ 8.132,97","R$ 3.613,28","R$ 4.907,12","R$ 14.200,63","R$ 3.686,17","R$ 5.918,25","R$ 55.592,75","R$ 5.610,17","R$ 1.368,10","R$ 17.507,45","R$ 4.737,13","R$ 9.238,66","R$ 11.332,53","R$ 9.437,30","R$ 9.398,27","R$ 6.081,36","R$ 1.430,71","R$ 10.906,78","R$ 2.536,60","R$ 6.771,75","R$ 12.014,89","R$ 8.990,72","R$ 8.004,65","R$ 12.362,50","R$ 9.862,60","R$ 13.281,63","R$ 7.875,99","R$ 3.780,56","R$ 13.025,60","R$ 5.338,63","R$ 7.592,44","R$ 7.534,22","R$ 4.533,27","R$ 6.817,16","R$ 3.812,42","R$ 5.131,69","R$ 10.142,41"
Acesso a Capital,Capital Disponível,Proporção Relativa de Capital de Risco,Crunchbase,% capital de risco,2021,0,0,0,0,0,0,"0,00",0,0,0,"8,75%","1,16%","0,01%","0,35%","0,01%","4,68%","0,00%","6,59%","0,33%","0,10%","0,00%","0,32%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%","0,11%","0,00%","0,01%","0,00%","0,07%","0,00%","0,10%","0,00%","0,00%","0,00%","0,00%","0,06%","0,00%","0,51%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,99%","0,00%","0,00%","0,00%","0,00%","0,00%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,02%","0,00%","0,00%","0,00%","0,40%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,27%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,04%","0,00%","0,00%","0,00%"
Mercado,Clientes Potenciais,PIB per capita,IBGE,R$,2019,   43817.87,     30823.44,     40376.72,     40421.58,     47859.71,     36581.74,     28731.69,     43734.95,     32220.81,     78265.31,"R$ 61.615,28","R$ 52.391,45","R$ 88.424,36","R$ 21.999,00","R$ 24.936,36","R$ 38.410,43","R$ 37.620,16","R$ 48.931,55","R$ 32.926,35","R$ 34.014,86","R$ 21.511,48","R$ 55.229,36","R$ 46.391,07","R$ 53.852,94","R$ 28.768,55","R$ 16.708,14","R$ 22.694,78","R$ 48.773,38","R$ 33.007,49","R$ 27.718,62","R$ 25.274,94","R$ 60.087,65","R$ 25.244,46","R$ 21.110,90","R$ 58.940,43","R$ 41.911,23","R$ 49.096,57","R$ 19.499,72","R$ 53.252,70","R$ 116.795,46","R$ 53.619,90","R$ 45.175,02","R$ 26.069,21","R$ 23.871,21","R$ 39.485,71","R$ 57.099,66","R$ 23.877,94","R$ 37.185,23","R$ 32.371,31","R$ 32.629,57","R$ 15.110,37","R$ 48.187,26","R$ 51.580,57","R$ 21.890,63","R$ 90.048,19","R$ 42.522,57","R$ 15.653,21","R$ 56.539,45","R$ 25.281,65","R$ 33.800,62","R$ 20.693,33","R$ 40.020,68","R$ 35.603,32","R$ 62.366,11","R$ 24.214,84","R$ 44.245,39","R$ 52.427,63","R$ 35.621,75","R$ 109.975,34","R$ 21.798,97","R$ 23.268,86","R$ 22.980,54","R$ 67.814,59","R$ 15.187,59","R$ 37.168,56","R$ 14.667,03","R$ 26.344,96","R$ 40.147,63","R$ 20.203,49","R$ 14.958,55","R$ 58.492,30","R$ 20.606,38","R$ 18.756,90","R$ 47.197,95","R$ 20.219,01","R$ 43.483,11","R$ 28.357,78","R$ 58.989,50","R$ 27.472,95","R$ 21.137,43","R$ 12.727,30","R$ 45.673,06","R$ 13.472,90","R$ 22.640,04","R$ 37.498,87","R$ 89.542,44","R$ 28.022,29","R$ 57.219,54","R$ 33.348,12","R$ 44.358,59","R$ 84.876,31","R$ 16.625,12","R$ 44.420,79","R$ 22.798,63","R$ 39.685,09","R$ 29.619,21","R$ 29.604,45","R$ 51.209,97","R$ 39.690,92","R$ 43.410,44","R$ 30.743,74"
Mercado,Clientes Potenciais,Proporção entre Grandes/Médias e Médias/Pequenas Empresas,RAIS (ME),% empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"136,70%","140,16%","134,70%","167,94%","103,54%","150,40%","118,12%","161,99%","130,33%","108,60%","223,28%","140,94%","71,32%","105,00%","156,49%","137,28%","94,51%","103,17%","145,14%","184,30%","123,18%","121,29%","137,67%","97,65%","100,52%","148,53%","95,20%","82,85%","0,00%","92,15%","104,36%","121,54%","178,89%","94,42%","103,62%","150,99%","92,65%","99,89%","134,21%","154,79%","84,04%","107,54%","79,97%","103,11%","90,02%","172,24%","78,74%","97,56%","115,75%","78,89%","95,46%","96,27%","107,70%","104,15%","136,00%","73,37%","103,70%","56,93%","105,52%","116,97%","109,98%","111,75%","119,15%","49,43%","109,96%","185,39%","71,59%","152,14%","41,84%","99,83%","155,71%","108,89%","65,58%","162,72%","112,78%","186,72%","75,08%","92,67%","101,86%","84,23%","137,20%","100,56%","149,87%","35,05%","60,75%","0,00%","82,59%","135,20%","147,96%","123,19%","102,18%","99,49%","113,44%","72,93%","136,04%","64,93%","134,31%","96,44%","195,05%","100,55%","100,21%"
Mercado,Clientes Potenciais,Compras Públicas,SICONFI e RAIS,R$/empresa,2020 e 2021, 372805.42, 1027658.41, 35448.43, 2346294.15, 494194.46, 685806.68, 525073.10,, 346139.81, 2493251.71,"R$ 804.009,55","R$ 810.772,78","R$ 1.525.630,18","R$ 570.356,45","R$ 627.390,99","R$ 594.003,99","R$ 1.034.996,87","R$ 554.522,48","R$ 531.802,15","R$ 461.055,53","R$ 651.435,86","R$ 642.154,14","R$ 721.672,24","R$ 723.057,80","R$ 646.401,56","R$ 688.472,67","R$ 537.343,37","R$ 1.297.787,51","R$ 768.506,06","R$ 564.886,44","R$ 709.659,37","R$ 1.034.483,72","R$ 467.387,87","R$ 941.181,10","R$ 839.109,38","R$ 732.180,75","R$ 492.108,86","R$ 769.328,13","R$ 0,00","R$ 1.116.026,86","R$ 709.747,29","R$ 547.784,25","R$ 553.541,88","R$ 472.604,12","R$ 693.478,21","R$ 564.273,63","R$ 627.006,10","R$ 481.440,09","R$ 495.704,73","R$ 709.606,20","R$ 757.178,61","R$ 610.436,05","R$ 610.449,91","R$ 791.406,23","R$ 930.973,05","R$ 433.724,74","R$ 1.550.614,32","R$ 762.275,68","R$ 400.262,10","R$ 846.829,84","R$ 939.632,09","R$ 472.043,89","R$ 776.124,26","R$ 1.016.574,00","R$ 997.232,48","R$ 371.563,90","R$ 756.382,47","R$ 819.792,38","R$ 829.134,34","R$ 569.268,17","R$ 460.726,17","R$ 489.499,73","R$ 554.036,05","R$ 677.686,84","R$ 555.778,41","R$ 628.655,21","R$ 603.328,01","R$ 558.106,39","R$ 818.565,02","R$ 1.139.458,63","R$ 452.549,10","R$ 411.253,07","R$ 1.196.401,59","R$ 540.730,79","R$ 546.661,16","R$ 332.150,15","R$ 298.053,47","R$ 906.213,12","R$ 549.969,09","R$ 405.649,99","R$ 898.768,45","R$ 462.459,14","R$ 772.396,73","R$ 921.974,44","R$ 370.492,40","R$ 0,00","R$ 1.110.050,42","R$ 730.227,53","R$ 679.481,82","R$ 547.238,90","R$ 1.344.303,44","R$ 705.406,01","R$ 682.920,75","R$ 468.584,30","R$ 762.917,57","R$ 861.785,28","R$ 664.422,43","R$ 654.239,06","R$ 947.437,11","R$ 795.221,36","R$ 418.066,34"
Mercado,Clientes Potenciais,Índice de Clientes Potenciais,,,,0,0,0,0,0,0,"0,00",0,0,0,"7,2315","7,0409","9,4949","6,0909","5,3449","6,3385","6,7869","6,7169","5,7568","5,3147","7,0675","6,7693","5,6677","6,3747","6,2731","5,7452","4,9562","7,44","6,4855","6,4792","5,8206","7,4564","5,5135","5,8253","6,6989","6,7047","5,6024","5,1934","3,2575","8,7761","6,3302","6,0015","6,3292","4,8486","5,8919","6,8024","5,1541","5,318","5,7212","6,4908","5,0629","6,0131","5,7007","5,6059","7,6049","6,4309","6,7026","6,4236","5,0471","5,6983","5,7779","5,3231","6,0216","7,2283","6,5973","4,887","6,3874","5,367","8,1683","5,3311","5,0359","5,1157","6,6083","4,384","5,6255","6,2698","4,8611","6,3354","4,7137","6,1121","6,6709","4,8397","5,8346","6,6499","5,177","6,4532","4,3133","6,7285","5,2244","4,4788","6,0848","5,5228","6,0212","4,9031","4,5112","4,2651","6,1574","6,9289","6,3455","6,002","8,5277","5,2218","6,1512","4,4933","6,5246","5,4084","6,0078","6,0272","7,7912","6,1739","5,0079"
Ambiente Regulatório,Complexidade Burocrática,Atualização de Zoneamento,MUNIC/IBGE,Anos,2018 (atualizado),3,17,1,26,17,5,"16,00",19,5,19,4,44,0,4,3,24,6,20,24,12,21,0,13,32,28,2,13,0,15,13,14,8,45,5,10,4,13,7,9,42,0,10,0,6,5,3,0,5,34,21,0,0,0,16,4,6,23,12,0,6,10,28,4,8,14,9,9,0,0,11,11,0,13,21,0,12,0,38,12,21,0,0,0,10,0,21,0,0,0,13,14,13,17,9,3,4,0,0,27,0,12,0,22,10,24,0,0,25,0,0,11
Ambiente Regulatório,Complexidade Burocrática,Simplicidade Tributária,SICONFI,Índice,2021,0,0,0,0,0,0,"0,00",0,0,0,"0,087","0,0495","0,0429","0,0355","0,0294","0,0418","0,0183","0,0459","0,0322","0,0426","0,0224","0,037","0,0446","0,059","0,0267","0,0093","0,0191","0,0187","0,0255","0,0259","0,0158","0,0316","0,0228","0,0078","0,0311","0,0367","0,0428","0,0208","0,0208","0,0618","0,0265","0,0566","0,0425","0,0189","0,0299","0,0299","0,0269","0,054","0,0269","0,0094","0,0093","0,023","0,0191","0,0053","0,028","0,0506","0,0065","0,0106","0,0311","0,0265","0,0116","0,0443","0,0442","0,0132","0,0115","0,0503","0,0591","0,0443","0,027","0,0141","0,0135","0,0108","0,0327","0,039","0,0238","0,016","0,0129","0,0396","0,0192","0,0397","0,0339","0,0177","0,0104","0,0247","0,0107","0,0293","0,0599","0,0143","0,0253","0,0202","0,0173","0,0095","0,0134","0,1015","0,0181","0,0323","0,1044","0,027","0,0218","0,0302","0,0317","0,0024","0,026","0,0199","0,0396","0,0262","0,0175","0,0315","0,0112","0,01","0,0214"
Ambiente Regulatório,Complexidade Burocrática,CNDs Municipais,Websites das prefeituras.,Binária,2022,1,1,1,1,1,1,"1,00",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
Ambiente Regulatório,Complexidade Burocrática,Índice de Complexidade Tributária,,,,0,0,0,0,0,0,"0,00",0,0,0,"8,9839","5,3547","5,0309","7,4794","7,7809","6,4603","6,495","6,6285","6,1773","6,7247","5,9272","6,0792","5,5236","6,9011","5,982","6,9368","6,0007","4,324","6,126","4,9791","5,8709","6,6439","5,7923","6,3805","6,4837","7,5148","6,6924","6,4292","6,2463","6,9414","5,7703","7,2274","5,0195","6,5106","7,0259","7,7963","5,7817","7,7309","4,7325","5,547","4,0496","5,6698","5,5556","5,5134","7,2597","7,4373","4,2186","4,5677","5,9058","6,7353","4,6922","6,499","7,7327","4,8831","5,7461","7,1083","7,3649","6,2905","5,7846","4,714","4,6955","4,0915","6,3968","5,1923","4,4726","5,9465","5,374","6,3072","4,8188","5,2131","5,9867","5,5153","5,301","6,2956","5,3104","6,1288","6,7474","5,4142","5,7362","6,0315","4,6957","5,7182","5,7288","8,6047","7,4522","6,1636","8,0471","4,5668","5,8482","5,8796","5,1839","5,0669","6,0192","4,9351","6,3943","5,7625","5,507","4,9286","5,3243","5,2899","6,1467"
Infraestrutura,Condições Urbanas,Acesso à Internet Rápida,ANATEL,Acessos/hab.,2021,2.46,4.7,02.02,2.64,1.37,3.65,3.63,02.05,2.8,03.08,"3,68","3,05","3,11","2,03","2,46","3,93","2,14","4,13","1,71","3,47","1,92","4,04","3,07","3,85","2,18","1,03","1,67","1,93","3,03","2,9","2,5","3,14","3,15","1,99","3,9","4,01","4,13","0,71","4,12","3,56","3,86","2,42","2,66","1,21","3,36","3,81","2,5","4,02","3,95","2,62","1,07","2,37","3,62","1,91","4,38","5,42","1,3","1,87",3,"2,23","2,05","3,87","3,24","2,31","1,7","4,25","4,79","2,45","3,98","2,11","1,67","2,39","3,89","2,41","1,92","1,2","1,94","4,47","1,94","2,56","3,8","1,45","1,44","4,32","1,13","3,56","3,84","3,81","3,55","2,12","1,98","4,04","0,85","4,51","3,7","3,46","4,07","3,12","2,28","2,84","1,57","0,97","3,98","2,26","2,27","2,48","1,66","3,28","0,89","2,41","3,78"
Infraestrutura,Condições Urbanas,Custo da Energia Elétrica,ANEEL e operadoras,R$/kwh,2022,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,"R$ 0,59","R$ 0,80","R$ 0,57","R$ 0,75","R$ 0,73","R$ 0,62","R$ 0,80","R$ 0,56","R$ 0,74","R$ 0,64","R$ 0,77","R$ 0,63","R$ 0,64","R$ 0,68","R$ 0,64","R$ 0,84","R$ 0,75","R$ 0,82","R$ 0,81","R$ 0,67","R$ 0,63","R$ 0,59","R$ 0,60","R$ 0,80","R$ 0,64","R$ 0,59","R$ 0,68","R$ 0,74","R$ 0,62","R$ 0,59","R$ 0,62","R$ 0,62","R$ 0,68","R$ 0,75","R$ 0,83","R$ 0,53","R$ 0,64","R$ 0,56","R$ 0,62","R$ 0,55","R$ 0,77","R$ 0,61","R$ 0,64","R$ 0,54","R$ 0,84","R$ 0,53","R$ 0,80","R$ 0,84","R$ 0,61","R$ 0,59","R$ 0,80","R$ 0,69","R$ 0,64","R$ 0,62","R$ 0,58","R$ 0,56","R$ 0,62","R$ 0,59","R$ 0,62","R$ 0,64","R$ 0,62","R$ 0,57","R$ 0,68","R$ 0,59","R$ 0,64","R$ 0,74","R$ 0,61","R$ 0,68","R$ 0,64","R$ 0,62","R$ 0,61","R$ 0,74","R$ 0,73","R$ 0,53","R$ 0,74","R$ 0,56","R$ 0,68","R$ 0,64","R$ 0,63","R$ 0,75","R$ 0,62","R$ 0,62","R$ 0,74","R$ 0,62","R$ 0,56","R$ 0,56","R$ 0,62","R$ 0,64","R$ 0,67","R$ 0,62","R$ 0,75","R$ 0,77","R$ 0,83","R$ 0,67","R$ 0,64","R$ 0,59","R$ 0,83","R$ 0,68","R$ 0,77","R$ 0,64","R$ 0,64"
Infraestrutura,Condições Urbanas,Taxa de Homicídios,DATASUS,Ocorrências/100 mil habitantes,2020,1.65,0.06,3.85,0.11,0.22,0,2.32,0.79,2.98,0.2,"2,43","16,09","14,64","44,72","48,75","15,81","36,3","14,51","46,3","28,54","24,1","21,71","7,9","13,08","36,2","41,33","41,97","36,69","17,69","34,24","40,41","7,77","35,48","30,89","8,27","7,87","9,86","39,08","5,94","11,83","10,5","13,21","49,81","82,52","19,4","12,24","31,57","19,97","12,81","31,15","43,86","38,01","20,81","41,54","15,67","13,55","27,56","26,04","28,51","8,72","26,83","9,8","9,44","26,44","30,01","9,62","5,3","12,11","9,37","49,59","7,9","25,61","7,56","9,37","24,71","30,73","42,43",11,"13,45","7,55","34,37","44,67","81,59","8,19","40,9","16,16","6,69","15,73","11,34","56,16","19,62","13,81","27,01","11,29","19,64","17,93","9,85","5,61","33,83","7,08","78,59","15,57","7,81","66,49","9,23","5,04","21,7","11,38","53,19","18,91","18,94"
Infraestrutura,Condições Urbanas,Preço Médio do m²,ZapImóveis,R$/m²,2022,0,0,0,0,0,0,"0,00",0,0,0,"R$ 5.761,17","R$ 4.253,00","R$ 1.343,34","R$ 2.715,69","R$ 3.355,10","R$ 4.005,26","R$ 1.547,73","R$ 2.789,36","R$ 6.278,23","R$ 1.895,99","R$ 1.829,89","R$ 2.388,15","R$ 2.552,96","R$ 1.796,34","R$ 3.264,80","R$ 1.714,99","R$ 3.391,70","R$ 1.148,03","R$ 827,35","R$ 1.745,92","R$ 2.638,08","R$ 3.077,51","R$ 3.755,26","R$ 2.251,87","R$ 2.155,61","R$ 4.317,44","R$ 2.074,40","R$ 3.165,39","R$ 2.318,75","R$ 3.993,53","R$ 1.626,86","R$ 2.950,76","R$ 2.902,42","R$ 1.179,34","R$ 844,70","R$ 1.867,42","R$ 1.575,72","R$ 1.642,71","R$ 1.240,73","R$ 1.510,45","R$ 1.784,45","R$ 1.732,74","R$ 784,07","R$ 1.810,68","R$ 3.777,30","R$ 3.512,08","R$ 624,95","R$ 2.138,34","R$ 3.051,24","R$ 2.535,84","R$ 1.468,57","R$ 1.843,83","R$ 1.716,90","R$ 1.004,99","R$ 1.705,03","R$ 1.387,97","R$ 5.863,25","R$ 2.696,66","R$ 1.907,08","R$ 1.013,88","R$ 1.932,35","R$ 2.261,66","R$ 957,53","R$ 1.786,62","R$ 1.806,42","R$ 2.741,24","R$ 1.098,75","R$ 1.179,12","R$ 871,34","R$ 3.308,11","R$ 4.392,20","R$ 1.722,74","R$ 1.972,18","R$ 951,31","R$ 1.318,93","R$ 301,94","R$ 2.076,03","R$ 2.574,76","R$ 1.083,57","R$ 1.916,71","R$ 1.116,57","R$ 1.388,37","R$ 2.422,81","R$ 4.556,53","R$ 843,13","R$ 1.124,13","R$ 4.868,49","R$ 1.384,82","R$ 1.359,17","R$ 637,28","R$ 1.490,34","R$ 4.812,76","R$ 1.686,23","R$ 611,24","R$ 1.372,94","R$ 2.301,65","R$ 370,72","R$ 2.388,96","R$ 896,61","R$ 1.214,94","R$ 942,56"
Infraestrutura,Condições Urbanas,Índice de Condições Urbanas,,,,0,0,0,0,0,0,"0,00",0,0,0,"8,7733","5,0526","6,6626","4,6833","4,846","6,234","4,8068","6,8311","4,426","5,9876","4,8729","6,2313","6,3939","6,2488","5,221","4,1881","4,4852","4,8746","5,8203","5,5831","5,463","6,6228","5,8232","4,6116","6,735","6,8614","6,4761","4,2102","7,2388","6,3918","6,7487","5,8264","5,1991","4,7149","5,8471","7,1563","5,6871","6,8706","6,8389","6,3407","4,4216","5,6981","6,7643","5,9628","5,4811","7,4933","5,3896","4,5138","5,7868","6,232","4,879","6,4003","6,4652","6,0824","5,6914","7,4486","7,4047","6,0589","6,8031","5,7427","6,069","5,949","7,1004","6,386","5,4596","4,4911","5,8052","6,8471","6,2414","6,2549","5,9587","4,7019","4,5781","8,0969","4,7513","9,1449","6,7137","6,1726","6,7954","4,8161","5,9645","6,7554","4,4336","6,6036","7,2564","6,941","6,5087","7,082","5,5127","7,5222","4,7013","4,3805","6,121","6,168","6,2418","6,9762","6,4804","5,9938","4,8114","5,9392","6,667"
Mercado,Desenvolvimento Econômico,Índice de Desenvolvimento Humano,Atlas do Desenvolvimento Humano no Brasil,Índice,2010,777,675,757,699,708,0.69,"675,00",704,786,706,"0,805","0,799","0,824","0,759","0,754","0,81","0,737","0,823","0,772","0,799","0,746","0,805","0,763","0,805","0,768","0,739","0,721","0,711","0,784","0,763","0,751","0,805","0,763","0,713","0,807","0,815","0,8","0,717","0,789","0,776","0,798","0,756","0,77","0,712","0,785","0,809","0,718","0,778","0,778","0,736","0,718","0,739","0,782","0,733","0,837","0,847","0,684","0,716","0,8","0,766","0,719","0,797","0,783","0,749","0,752","0,808","0,84","0,757","0,822","0,727","0,77","0,72","0,785","0,749","0,737","0,735","0,718","0,801","0,714","0,768","0,845","0,677","0,682","0,806","0,697","0,763","0,78","0,75","0,739","0,678","0,684","0,772","0,732","0,754","0,782","0,758","0,751","0,8","0,788","0,775","0,694","0,691","0,745","0,72","0,765","0,769","0,734","0,762","0,668","0,736","0,784"
Mercado,Desenvolvimento Econômico,Crescimento Real Médio do PIB,IBGE,% crescimento,2019,8.52,9.61,9.15,10.14,12.07,12.95,10.78,12.79,15.41,11.14,"-1,53%","-2,48%","-0,27%","-3,75%","-1,33%","-2,07%","1,06%","-0,66%","-1,85%","-1,02%","-2,05%","-1,07%","1,63%","-0,87%","-0,76%","-2,36%","-2,09%","-2,29%","0,54%","-0,95%","-0,53%","0,52%","-1,68%","-2,51%","-3,66%","-1,16%","0,24%","-4,04%","-0,29%","-2,57%","1,44%","-0,49%","-3,24%","-0,90%","-1,78%","5,35%","1,46%","-0,06%","3,21%","1,42%","1,26%","7,50%","4,81%","1,57%","20,87%","0,22%","-4,61%","15,98%","-0,06%","-1,16%","-3,82%","0,88%","-1,64%","-1,28%","3,74%","0,89%","-3,61%","-0,84%","-0,17%","-0,22%","-1,80%","-0,99%","2,95%","0,22%","-0,60%","-2,19%","5,66%","-0,44%","0,11%","-2,18%","-3,63%","1,29%","4,25%","-1,35%","2,55%","1,00%","-0,76%","-4,26%","-0,15%","-0,07%","0,86%","-0,29%","0,63%","1,64%","-0,11%","8,41%","-1,03%","0,34%","3,31%","0,06%","0,67%","-1,44%","-2,81%","0,56%","-0,67%","-2,47%","0,16%","1,29%","9,56%","1,99%","3,75%"
Mercado,Desenvolvimento Econômico,Número de Empresas Exportadoras com Sede na Cidade,RAIS (ME),% empresas,2020,0,0,0,0,0,0,"0,00",0,0,0,"1,31%","0,59%","0,15%","0,17%","0,27%","0,54%","1,90%","1,02%","0,19%","0,38%","0,84%","0,71%","2,47%","1,25%","0,27%","0,39%","0,16%","0,84%","0,37%","0,27%","0,04%","2,04%","0,12%","0,21%","1,37%","1,16%","0,84%","0,59%","0,44%","1,37%","1,93%","0,92%","0,06%","0,18%","0,16%","1,79%","0,67%","0,64%","0,28%","0,61%","0,87%","1,51%","2,96%","0,43%","0,36%","0,59%","0,44%","0,10%","0,67%","2,34%","0,20%","0,63%","1,10%","1,02%","3,70%","0,79%","1,03%","4,50%","2,75%","0,21%","0,16%","0,20%","1,74%","1,15%","0,71%","0,11%","0,83%","0,78%","2,93%","0,42%","0,78%","0,05%","0,52%","1,47%","0,93%","0,86%","1,86%","1,20%","0,58%","0,14%","0,36%","0,60%","0,27%","0,13%","0,67%","2,81%","0,21%","1,00%","0,17%","3,12%","1,75%","0,76%","0,68%","0,45%","1,61%","2,16%","0,41%","1,68%","0,31%","1,63%","0,31%"
Mercado,Desenvolvimento Econômico,Índice de Desenvolvimento Econômico,,,,0,0,0,0,0,0,"0,00",0,0,0,"6,55","5,884","6,269","4,904","5,26","6,055","6,404","6,739","5,369","5,968","5,402","6,243","7,184","6,612","5,526","4,982","4,639","4,902","5,995","5,437","5,192","7,308","5,231","4,502","6,301","6,644","6,451","4,569","5,98","6,047","7,281","5,811","5,056","4,709","5,533","7,921","5,446","5,996","6,255","5,638","5,541","7,139","8,211","5,512","9,703","6,918","3,956","7,213","6,301","6,728","4,383","6,378","6,112","5,668","8,118","6,625","6,533","8,001","7,87","5,033","5,332","4,819","7,216","5,97","5,418","4,782","6,166","6,328","6,6","5,411","6,438","4,489","5,288","6,689","5,492","6,089","6,677","5,351","5,43","4,358","4,715","5,856","5,258","5,613","6,056","8,332","5,229","6,566","6,33","7,513","5,685","4,716","5,173","5,198","6,333","6,465","5,303","6,631","5,759","6,357","6,43"
